0,LOUAZNA MARENTE,Paseo Alicia Delgado 92 Piso 7 ,18228,Granada,714595756,lmarent@mail.com,1981-12-03,girl2.jpg,Especialista en Asistencia Tecnica Institucional,3,Almacenista Jefe,6,Especialista en Mtto. de Equipos de Computacion,4,Master Universitario en Computacion Centrada en la,Universidad de Extremadura,portugues,2,italiano,4,catalan,5,holandes,2,html,javascript,iphone,Ruby-on-rails,python,sql,asp.net,Java
1,ABELARDO MANUEL ROITEGUI,Pasaje de Alberto Noguera 86,45770,Toledo,796239832,amanuel@yahoo.com,1987-01-14,man1.jpg,Periodista,3,Oficinista ,0,Dibujante Ilustrador Jefe,1,Graduado o Graduada en Fotografia y Creacion Digit,Universidad de Sevilla,aleman,0,gallego,10,holandes,4,arabe,0,asp.net,Sql-server,python,asp.net,mysql,Ruby-on-rails,Visual-Studio,sql
2,IOSIF ADRIAN BELALCAZAR,Rambla de Joaquin Artigas 22,09677,Burgos,793896748,iadrian@hotmail.com,1996-08-16,man2.jpg,Asistente de Asuntos Audiovisuales,3,Tecnico Electricista,7,Medico Jefe,8,Master Universitario en Ingenieria del Agua y del ,Otros Centros de Nivel Universitario,portugues,4,catalan,5,arabe,5,arabe,10,iphone,Visual-Studio,Windows,Sql-server,php,iphone,html,Ajax
3,MARIO GUILLERMO HUDSON,Cuesta Jose Luis Sanmiguel 47 Piso 2 ,51553,Ceuta,686831530,mguillermo@hotmail.com,1971-08-30,man1.jpg,Jefe de Seguridad Industrial e Higiene Ocupacional,0,Enfermera (o) Jefe,0,Docente de Aula,9,Master Universitario en Gestion y Atencion en la O,IE Universidad,frances ,2,holandes,10,italiano,8,gallego,6,html,html,Windows,html,html,C,iphone,Linux
4,DUMITRU COSMIN LLORDEN,Cuesta de Nuria Guzman 621 Apt. 77 ,11118,Cadiz,629782332,dcosmin@mail.kz,1978-04-20,man2.jpg,Inspector de Obras,1,Especialista en Pasantias y Actividades Complement,6,Inspector de Control de Perdidas,1,Programa de Doctorado en Estudios Medievales por l,Universidad Miguel Hernandez de Elche,aleman,9,frances ,0,ingles,5,italiano,9,Linux,Windows,html,Linux,Iphone-sdk,Windows,Java,html
5,FERNANDO RODRIGO GIBELLO,Alameda Daniela Chamorro 874 Apt. 75 ,40792,Segovia,774992315,frodrigo@hotmail.com,1973-01-06,man2.jpg,Director de Titeres y Marionetas,3,Musicalizador,5,Director de Titeres y Marionetas,6,Master Universitario en Gestion Publica,Universidad Ramon Llull,ingles,2,holandes,0,catalan,6,vasco,0,Java,Visual Basic,Flash,Objective-c,Ruby-on-rails,Visual-Studio,Iphone-sdk,Ruby-on-rails
6,PILAR CONCEPCION CADAVID,Via Sofia Nicolau 849,39447,Cantabria,638439740,pconcepcion@yahoo.com,1988-12-16,girl2.jpg,Director de Orfeon Universitario,9,Inspector General de los Servicios Bomberiles,1,Asesor Artistico,9,Master Universitario en Educacion y Tecnologias de,Universidad de Santiago de Compostela,holandes,9,gallego,9,vasco,10,vasco,9,sql,Java,Windows,Iphone-sdk,sql,Objective-c,Ruby-on-rails,mysql
7,VICENCIO BERJA,Via Joaquin Azorin 67,03302,Alicante,634379462,vberj@mail.kz,1987-06-21,man1.jpg,Asistente de farmacia,6,Coordinador de Cine Club,6,Jefe de Analisis y Control Financiero,10,Doctor en Programa Oficial de Posgrado en Cultura ,Universidad Francisco de Vitoria,frances ,6,italiano,2,gallego,5,valenciano,0,Android,XML,Iphone-sdk,Django,Objective-c,Iphone-sdk,html,javascript
8,AUREA BAENA,Plaza de Juan Espejo 3 Piso 3 ,12206,Castellon,662334421,abaen@mail.kz,1974-05-16,girl2.jpg,Jefe de Protocolo,4,Jefe Central de Presupuesto,2,Coordinador de Preescolar,10,Master Universitario en Lengua Inglesa para el Com,Universidad de Zaragoza,español,0,español,3,ingles,3,holandes,10,mysql,Ruby-on-rails,Ajax,Flash,css,sql,Sql-server,html
9,ALAN JOSE PINAL,Ronda de Albert Carreño 71,26838,La Rioja,774022504,ajose@gmail.com,1980-01-05,man2.jpg,Director de Titeres y Marionetas,1,Director de Orfeon Universitario,5,Jefe de Obras,9,Master Universitario en Direccion de Negocios en u,Universidad Alfonso X El Sabio,valenciano,7,portugues,0,aleman,5,holandes,6,Iphone-sdk,iphone,mysql,Objective-c,html,Visual Basic,Windows,javascript
